Oppdrag_ID,110_ID,Oppdragstype,Opprinnelig_oppdragstype,v3_kat
3073437,B06-250513-162,Oppdrag viderevarslet andre,Lederstøtte,V
3073471,B06-250513-163,Service,,S
3073462,B06-250513-164,Oppdrag løst av 110,,L-ukjent
3073611,B06-250513-165,Oppdrag løst av 110,,L-ukjent
3073473,B06-250513-166,Service,,S
3073445,B06-250513-167,Beredskapsoppdrag,Beredskap,D-pri1
3073624,B06-250513-168,Oppdrag løst av 110,,L-ukjent
3073472,B06-250513-169,Oppdrag løst av 110,,L-ukjent
3073537,B06-250513-170,Service,,S
3073538,B06-250513-171,Nødanrop feilring,,F
3073574,B06-250513-172,Oppdrag løst av 110,Røykvarsler,L-hendelse
3073594,B06-250513-173,Ikke reell nødmelding,,F
3073588,B06-250513-174,Service,,S
3073625,B06-250513-175,Nødanrop feilring,,F
3073607,B06-250513-176,Nødanrop feilring,,F
3073613,B06-250513-177,Service,,S
3073618,B06-250513-178,Oppdrag løst av 110,,L-ukjent
3073617,B06-250513-179,ECall feil bruk,,F
3073799,B06-250513-180,Nødanrop feilring,,F
3073720,B06-250513-181,Service,,S
3073952,B06-250513-182,Oppdrag løst av 110,,L-ukjent
3073730,B06-250513-184,Helseoppdrag annet,Helseoppdrag - Akutt,D-pri1
3073775,B06-250513-186,Nødanrop feilring,ABA,F
3073770,B06-250513-187,Service,,S
3073790,B06-250513-188,Service,,S
3073951,B06-250513-189,Oppdrag løst av 110,,L-ukjent
3073955,B06-250513-191,Oppdrag løst av 110,,L-ukjent
3073827,B06-250513-192,Nødanrop 113 viderekoble,,V
3073954,B06-250513-193,Oppdrag løst av 110,,L-ukjent
3073846,B06-250513-197,Brann i bygning,Brann i bygning,D-pri1
3073957,B06-250513-198,Nødanrop feilring,,F
3073855,B06-250513-199,Nødanrop feilring,,F
3073947,B06-250513-200,Oppdrag løst av 110,,L-ukjent
3073946,B06-250513-201,Oppdrag løst av 110,,L-ukjent
3073872,B06-250513-202,Service,,S
3073906,B06-250513-203,Oppdrag løst av 110,ABA,L-aba
3073905,B06-250513-204,Oppdrag løst av 110,ABA,L-aba
3073944,B06-250513-206,Oppdrag løst av 110,,L-ukjent
3073903,B06-250513-207,Nødanrop feilring,,F
3073956,B06-250513-208,Nødanrop feilring,,F
3073924,B06-250513-209,Helseoppdrag bære/løfte,Helseoppdrag - Ikke Akutt,D-pri1
3073942,B06-250513-210,Oppdrag løst av 110,,L-ukjent
3073964,B06-250513-212,Service,Test,S
3073988,B06-250513-213,Oppdrag løst av 110,,L-ukjent
3073985,B06-250513-218,Service,,S
3073981,B06-250513-219,Oppdrag løst av 110,,L-ukjent
3074069,B06-250513-220,Ikke reell nødmelding,,F
3074080,B06-250513-221,Oppdrag løst av 110,,L-ukjent
3074142,B06-250513-223,Service,,S
3074139,B06-250513-224,Service,,S
3074160,B06-250513-225,Service,,S
3074163,B06-250513-226,Ikke reell nødmelding,,F
3074172,B06-250513-228,Oppdrag løst av 110,,L-ukjent
3074198,B06-250513-229,Service,,S
3074173,B06-250513-230,Ikke reell nødmelding,,F
3074191,B06-250513-232,Service,,S
3074250,B06-250513-233,Oppdrag løst av 110,ABA,L-aba
3074248,B06-250513-234,Oppdrag løst av 110,,L-ukjent
3074259,B06-250513-235,Brann i personbil,Brann i kjøretøy,D-pri1
3074281,B06-250513-236,Service,,S
3074276,B06-250513-240,Oppdrag løst av 110,ABA,L-aba
3074285,B06-250513-243,Brann annet,Brann annet,D-pri1
3074318,B06-250513-245,ABA matlaging,ABA,D-aba
3074340,B06-250513-250,Oppdrag løst av 110,,L-ukjent
3074352,B06-250513-251,Service,,S
3074339,B06-250513-253,Brann i personbil,Brann i kjøretøy,D-pri1
3074320,B06-250513-254,Oppdrag løst av 110,Brann i kjøretøy,L-hendelse
3074347,B06-250513-258,Oppdrag løst av 110,,L-ukjent
3074351,B06-250513-259,Service,,S
3074344,B06-250513-260,Oppdrag løst av 110,,L-ukjent
3074383,B06-250513-264,Avbrutt utrykning alarm,ABA,D-aba
3074388,B06-250513-266,Nødanrop feilring,,F
3074394,B06-250513-267,Oppdrag løst av 110,ABA,L-hendelse
3074410,B06-250513-268,Oppdrag løst av 110,Andre oppdrag/assistanse,L-hendelse
3074428,B06-250513-270,Oppdrag løst av 110,,L-ukjent
3074426,B06-250513-271,Oppdrag løst av 110,,L-ukjent
3074536,B06-250514-2,Trafikkulykke,Trafikkulykke,D-pri1
3074556,B06-250514-3,Service,,S
3074572,B06-250514-5,Nødanrop feilring,,F
3074590,B06-250514-6,Service,,S
3074599,B06-250514-7,Service,,S
3074605,B06-250514-10,Service,,S
3074600,B06-250514-11,Service,,S
3074611,B06-250514-13,Service,,S
3074609,B06-250514-14,Service,,S
3074617,B06-250514-15,Oppdrag løst av 110,,L-ukjent
3074626,B06-250514-17,Service,,S
3074627,B06-250514-18,Service,,S
3074648,B06-250514-20,Nødanrop feilring,,F
3074645,B06-250514-21,Service,,S
3074673,B06-250514-22,Nødanrop feilring,,F
3074674,B06-250514-23,Service,,S
3074695,B06-250514-27,Service,,S
3074702,B06-250514-28,Oppdrag løst av 110,,L-ukjent
3074708,B06-250514-29,Service,,S
3074707,B06-250514-30,ABA annet,ABA,D-aba
3074730,B06-250514-31,Oppdrag løst av 110,,L-ukjent
3074743,B06-250514-32,Service,,S
3074746,B06-250514-33,Service,,S
3074772,B06-250514-34,Service,,S
3074782,B06-250514-36,Service,,S
3074786,B06-250514-37,Oppdrag løst av 110,,L-ukjent
3074818,B06-250514-38,Oppdrag løst av 110,,L-ukjent
3074796,B06-250514-39,Oppdrag løst av 110,,L-ukjent
3074820,B06-250514-41,Service,,S
3074916,B06-250514-42,Service,,S
3074839,B06-250514-43,Service,,S
3074856,B06-250514-44,Service,,S
3074855,B06-250514-45,Service,,S
3074854,B06-250514-46,Service,,S
3074851,B06-250514-47,Service,,S
3074859,B06-250514-48,Service,,S
3074880,B06-250514-49,Service,,S
3074879,B06-250514-50,Brannhindrende annet i bygg,Kontroll etter henvendelse,D-pri1
3074875,B06-250514-51,Oppdrag løst av 110,ABA,L-hendelse
3074888,B06-250514-52,Oppdrag løst av 110,ABA,L-aba
3074901,B06-250514-55,Service,,S
3074911,B06-250514-56,Oppdrag løst av 110,ABA,L-aba
3074919,B06-250514-57,Oppdrag løst av 110,,L-ukjent
3074915,B06-250514-58,Service,,S
3074905,B06-250514-59,Service,,S
3074922,B06-250514-62,Oppdrag løst av 110,ABA,L-aba
3074930,B06-250514-64,Service,,S
3074943,B06-250514-66,Service,,S
3074940,B06-250514-67,Service,,S
3074949,B06-250514-68,Service,,S
3074980,B06-250514-69,Service,,S
3074974,B06-250514-70,Service,,S
3074994,B06-250514-71,Service,,S
3075030,B06-250514-72,Service,,S
3075033,B06-250514-73,Service,,S
3075029,B06-250514-74,Avbrutt utrykning samtale,Helseoppdrag - Akutt,D-pri1
3075052,B06-250514-76,Service,,S
3075055,B06-250514-77,Service,,S
3075059,B06-250514-78,Oppdrag løst av 110,Helseoppdrag - Akutt,L-hendelse
3075058,B06-250514-81,ABA manuell melder,ABA,L-ukjent
3075074,B06-250514-82,ABA trykkfall sprinkler,ABA,D-aba
3075073,B06-250514-84,ABA trykkfall sprinkler,ABA,D-aba
3075093,B06-250514-86,Nødanrop feilring,,F
3075104,B06-250514-87,Service,,S
3075105,B06-250514-88,Andre oppdrag,Andre oppdrag/assistanse,D-pri1
3075106,B06-250514-89,Oppdrag løst av 110,ABA,L-aba
3075110,B06-250514-91,Service,,S
3075117,B06-250514-92,Oppdrag løst av 110,ABA,L-aba
3075137,B06-250514-93,Service,,S
3075135,B06-250514-94,Service,,S
3075147,B06-250514-95,Service,,S
3075161,B06-250514-96,Service,,S
3075470,B06-250514-97,Oppdrag løst av 110,,L-ukjent
3075191,B06-250514-98,Service,,S
3075198,B06-250514-99,Service,,S
3075199,B06-250514-100,Oppdrag løst av 110,ABA,L-hendelse
3075197,B06-250514-101,Nødanrop feilring,,F
3075260,B06-250514-102,Service,,S
3075257,B06-250514-103,Service,,S
3075255,B06-250514-104,Service,,S
3075268,B06-250514-105,Service,,S
3075270,B06-250514-106,Oppdrag løst av 110,,L-ukjent
3075284,B06-250514-107,ABA matlaging,ABA,D-aba
3075294,B06-250514-108,Service,,S
3075299,B06-250514-111,Service,,S
3075305,B06-250514-112,Service,,S
3075303,B06-250514-113,Service,,S
3075298,B06-250514-114,Service,,S
3075332,B06-250514-115,Nødanrop feilring,,F
3075337,B06-250514-116,Service,,S
3075355,B06-250514-117,Nødanrop feilring,,F
3076014,B06-250514-118,Oppdrag løst av 110,,L-ukjent
3075405,B06-250514-120,Service,,S
3076015,B06-250514-125,Oppdrag løst av 110,,L-ukjent
3075868,B06-250514-129,Service,,S
3075869,B06-250514-134,Service,,S
3075447,B06-250514-152,Service,,S
3075465,B06-250514-157,Oppdrag løst av 110,,L-ukjent
3075461,B06-250514-159,Service,,S
3075492,B06-250514-160,Oppdrag løst av 110,,L-ukjent
3075477,B06-250514-161,Service,,S
3075583,B06-250514-162,Service,,S
3076013,B06-250514-163,Oppdrag løst av 110,,L-ukjent
3075533,B06-250514-165,Service,,S
3075531,B06-250514-166,Service,,S
3076031,B06-250514-168,Oppdrag løst av 110,,L-ukjent
3075870,B06-250514-169,Service,,S
3075871,B06-250514-170,Service,,S
3075561,B06-250514-171,Service,,S
3075576,B06-250514-172,Nødanrop feilring,,F
3075640,B06-250514-173,Service,,S
3075872,B06-250514-174,Oppdrag løst av 110,,L-ukjent
3075624,B06-250514-175,Service,,S
3075628,B06-250514-176,Service,,S
3075618,B06-250514-177,Service,,S
3075652,B06-250514-178,Service,,S
3075651,B06-250514-179,Service,,S
3075643,B06-250514-180,Service,,S
3075661,B06-250514-182,Service,,S
3075654,B06-250514-184,Avbrutt utrykning alarm,ABA,D-aba
3075679,B06-250514-185,Service,,S
3075671,B06-250514-187,Ikke reell nødmelding,,F
3075706,B06-250514-188,Oppdrag løst av 110,ABA,L-aba
3075741,B06-250514-190,Service,,S
3075772,B06-250514-191,Service,,S
3075742,B06-250514-192,Oppdrag løst av 110,ABA,L-aba
3075749,B06-250514-194,Service,,S
3075770,B06-250514-195,Service,,S
3075803,B06-250514-196,Oppdrag løst av 110,,L-ukjent
3075788,B06-250514-197,Service,,S
3075874,B06-250514-198,Service,,S
3075790,B06-250514-199,Service,,S
3075771,B06-250514-200,Service,,S
3075808,B06-250514-201,Oppdrag løst av 110,ABA,L-aba
3075936,B06-250514-203,Oppdrag løst av 110,,L-ukjent
3075829,B06-250514-204,Service,,S
3075840,B06-250514-205,Nødanrop feilring,,F
3075876,B06-250514-206,Service,,S
3075880,B06-250514-207,Nødanrop feilring,,F
3075900,B06-250514-208,Oppdrag løst av 110,ABA,L-aba
3075913,B06-250514-211,Oppdrag løst av 110,,L-ukjent
3075973,B06-250514-212,Service,,S
3076017,B06-250514-213,Oppdrag løst av 110,,L-ukjent
3076016,B06-250514-214,Oppdrag løst av 110,,L-ukjent
3076019,B06-250514-215,Oppdrag løst av 110,,L-ukjent
3075955,B06-250514-216,Brann i gress- eller innmark,Brann i gress/lyng,D-pri1
3075940,B06-250514-217,Beredskapsoppdrag,Beredskap,D-pri1
3075971,B06-250514-224,Service,,S
3075970,B06-250514-225,Oppdrag løst av 110,,L-ukjent
3075976,B06-250514-226,Service,,S
3075974,B06-250514-227,Service,,S
3076113,B06-250514-228,Oppdrag løst av 110,,L-ukjent
3076116,B06-250514-229,Nødanrop feilring,,F
3076020,B06-250514-230,Oppdrag løst av 110,,L-ukjent
3075984,B06-250514-231,Oppdrag løst av 110,ABA,L-aba
3075995,B06-250514-232,Oppdrag løst av 110,,L-ukjent
3076012,B06-250514-233,Oppdrag løst av 110,,L-ukjent
3076046,B06-250514-234,ABA matlaging,ABA,D-aba
3076057,B06-250514-235,Oppdrag viderevarslet andre,Lederstøtte,V
3076066,B06-250514-236,Oppdrag løst av 110,,L-ukjent
3076060,B06-250514-238,RVR uten foregående innsats,RVR uten foregående innsats,D-pri1
3076118,B06-250514-242,Service,,S
3076101,B06-250514-246,Oppdrag løst av 110,,L-ukjent
3076115,B06-250514-248,Oppdrag løst av 110,,L-ukjent
3076106,B06-250514-249,Nødanrop feilring,,F
3076142,B06-250514-250,Oppdrag løst av 110,,L-ukjent
3076150,B06-250514-252,Unødig kontroll av melding,Heisalarm,D-pri1
3076146,B06-250514-253,ABA matlaging,ABA,D-aba
3076183,B06-250514-256,Oppdrag løst av 110,,L-ukjent
3076184,B06-250514-258,Service,,S
3076302,B06-250514-259,Oppdrag løst av 110,,L-ukjent
3076306,B06-250514-261,Oppdrag løst av 110,,L-ukjent
3076200,B06-250514-262,Nødanrop feilring,,F
3076312,B06-250514-263,Oppdrag løst av 110,,L-ukjent
3076227,B06-250514-264,Oppdrag løst av 110,,L-ukjent
3076220,B06-250514-265,Oppdrag viderevarslet andre,Brann annet,V
3076242,B06-250514-266,Oppdrag viderevarslet andre,ABA,V
3076261,B06-250514-269,Oppdrag løst av 110,ABA,L-hendelse
3076305,B06-250514-270,Oppdrag løst av 110,,L-ukjent
3076277,B06-250514-272,Oppdrag løst av 110,,L-ukjent
3076304,B06-250514-273,Oppdrag løst av 110,,L-ukjent
3076303,B06-250514-274,Oppdrag løst av 110,,L-ukjent
3076295,B06-250514-275,Oppdrag løst av 110,Person i vann,L-hendelse
3076327,B06-250514-276,Oppdrag viderevarslet andre,,V
3076311,B06-250514-277,Oppdrag løst av 110,ABA,L-aba
3076508,B06-250514-278,Oppdrag løst av 110,,L-ukjent
3076320,B06-250514-279,Oppdrag løst av 110,ABA,L-hendelse
3076326,B06-250514-281,Ikke reell nødmelding,,F
3076335,B06-250514-282,Oppdrag løst av 110,,L-ukjent
3076506,B06-250514-283,Oppdrag løst av 110,,L-ukjent
3076505,B06-250514-284,Nødanrop feilring,,F
3076347,B06-250514-286,Ikke reell nødmelding,,F
3076365,B06-250514-287,Service,,S
3076611,B06-250514-288,Oppdrag løst av 110,,L-ukjent
3076405,B06-250514-289,Nødanrop feilring,,F
3076418,B06-250514-290,Oppdrag løst av 110,Andre oppdrag/assistanse,L-hendelse
3076445,B06-250514-291,Service,,S
3076452,B06-250514-293,Service,,S
3076451,B06-250514-294,Oppdrag løst av 110,Andre oppdrag/assistanse,L-hendelse
3076472,B06-250514-295,Service,,S
3076498,B06-250514-296,Service,,S
3076496,B06-250514-297,Avbrutt utrykning alarm,ABA,D-aba
3076574,B06-250514-300,Service,,S
3076588,B06-250514-301,Service,,S
3076590,B06-250514-302,Helseoppdrag annet,Helseoppdrag - Akutt,D-pri1
3076610,B06-250514-303,Oppdrag løst av 110,,L-ukjent
3076594,B06-250514-304,Oppdrag løst av 110,Andre oppdrag/assistanse,L-hendelse
3076612,B06-250514-305,Oppdrag løst av 110,,L-ukjent
3076631,B06-250514-306,Oppdrag løst av 110,,L-ukjent
3076634,B06-250514-307,Andre oppdrag,Andre oppdrag/assistanse,D-pri1
3076638,B06-250514-308,Oppdrag løst av 110,,L-ukjent
3076665,B06-250515-1,Service,,S
3076674,B06-250515-2,Oppdrag løst av 110,ABA,L-hendelse
3076715,B06-250515-3,Oppdrag løst av 110,,L-ukjent
3076676,B06-250515-4,Brann i bygning,Brann i bygning,D-pri1
3076695,B06-250515-5,Ikke reell nødmelding,,F
3076707,B06-250515-6,Brann i bygning,Brann i bygning,D-pri1
3076709,B06-250515-9,Oppdrag løst av 110,Beredskap,D-pri1
3076711,B06-250515-10,Oppdrag løst av 110,ABA,L-aba
3076738,B06-250515-11,Oppdrag løst av 110,,L-ukjent
3076713,B06-250515-12,Service,,S
3076712,B06-250515-13,Nødanrop feilring,,F
3076724,B06-250515-20,Oppdrag løst av 110,,L-ukjent
3076719,B06-250515-25,Brann i bygning,Brann i bygning,D-pri1
3076730,B06-250515-26,Oppdrag løst av 110,,L-ukjent
3076726,B06-250515-27,Oppdrag løst av 110,ABA,L-aba
3076725,B06-250515-28,Service,,S
3076739,B06-250515-29,Oppdrag viderevarslet andre,,V
3076733,B06-250515-30,Oppdrag løst av 110,,L-ukjent
3076735,B06-250515-31,Oppdrag løst av 110,,L-ukjent
3076734,B06-250515-32,Service,,S
3076748,B06-250515-33,Oppdrag løst av 110,ABA,L-hendelse
3076750,B06-250515-34,Service,,S
3078335,B06-250515-36,Oppdrag løst av 110,,L-ukjent
3076753,B06-250515-37,Oppdrag løst av 110,ABA,L-aba
3078202,B06-250515-39,Oppdrag løst av 110,,L-ukjent
3076768,B06-250515-40,Oppdrag løst av 110,,L-ukjent
3076763,B06-250515-41,Service,,S
3076766,B06-250515-42,Service,,S
3076767,B06-250515-43,Oppdrag løst av 110,ABA,L-aba
3076765,B06-250515-44,Service,,S
3076769,B06-250515-45,Service,,S
3076770,B06-250515-46,Service,,S
3076781,B06-250515-47,Service,,S
3076793,B06-250515-48,Service,,S
3076788,B06-250515-49,Service,,S
3076901,B06-250515-50,Service,,S
3076804,B06-250515-51,Service,,S
3077072,B06-250515-52,Service,,S
3076832,B06-250515-54,Oppdrag løst av 110,,L-ukjent
3076830,B06-250515-55,Service,,S
3076844,B06-250515-56,ABA matlaging,ABA,D-aba
3076968,B06-250515-57,Service,,S
3076903,B06-250515-58,Service,,S
3076878,B06-250515-59,Oppdrag løst av 110,ABA,L-aba
3076902,B06-250515-61,Service,,S
3076921,B06-250515-62,Service,,S
3076920,B06-250515-63,Oppdrag løst av 110,ABA,L-aba
3076956,B06-250515-64,Service,,S
3076955,B06-250515-65,Oppdrag løst av 110,,L-ukjent
3076940,B06-250515-66,Service,,S
3076969,B06-250515-67,Service,,S
3076948,B06-250515-68,Oppdrag løst av 110,ABA,L-aba
3076945,B06-250515-71,ABA arbeid på/i bygg,ABA,D-aba
3076957,B06-250515-73,Service,,S
3076959,B06-250515-74,Service,,S
3076984,B06-250515-75,Service,,S
3077073,B06-250515-76,Oppdrag løst av 110,,L-ukjent
3077011,B06-250515-79,Oppdrag løst av 110,,L-ukjent
3077024,B06-250515-80,Service,,S
3077026,B06-250515-81,Oppdrag løst av 110,,L-ukjent
3077019,B06-250515-82,Service,,S
3077046,B06-250515-83,Service,,S
3077056,B06-250515-84,Oppdrag løst av 110,,L-ukjent
3077048,B06-250515-85,Oppdrag løst av 110,ABA,L-aba
3077076,B06-250515-87,ABA øvelse/service/test av anlegg,ABA,D-aba
3077728,B06-250515-88,Oppdrag løst av 110,,L-ukjent
3077093,B06-250515-89,Service,,S
3077092,B06-250515-90,Avbrutt utrykning alarm,ABA,D-aba
3077135,B06-250515-92,Service,,S
3077729,B06-250515-93,Oppdrag løst av 110,,L-ukjent
3078321,B06-250515-94,Oppdrag løst av 110,,L-ukjent
3077141,B06-250515-95,Oppdrag løst av 110,ABA,L-aba
3077168,B06-250515-98,Oppdrag løst av 110,,L-ukjent
3077745,B06-250515-99,Service,,S
3077165,B06-250515-100,Service,,S
3077171,B06-250515-106,ABA øvelse/service/test av anlegg,ABA,D-pri1
3078334,B06-250515-102,Oppdrag løst av 110,,L-ukjent
3077164,B06-250515-103,Service,,S
3077705,B06-250515-104,Oppdrag løst av 110,,L-ukjent
3078203,B06-250515-105,Oppdrag løst av 110,,L-ukjent
3078201,B06-250515-107,Oppdrag løst av 110,,L-ukjent
3077169,B06-250515-108,Service,,S
3077166,B06-250515-109,Oppdrag løst av 110,ABA,L-aba
3077182,B06-250515-110,Service,,S
3077216,B06-250515-111,Service,,S
3077201,B06-250515-112,Ikke reell nødmelding,,F
3077215,B06-250515-115,Service,,S
3077746,B06-250515-116,Service,,S
3077225,B06-250515-117,Service,,S
3077221,B06-250515-118,Service,,S
3077743,B06-250515-119,ECall feil bruk,,F
3077280,B06-250515-120,Service,,S
3077289,B06-250515-121,Service,,S
3077299,B06-250515-122,Oppdrag løst av 110,ABA,L-aba
3077455,B06-250515-124,Service,,S
3077318,B06-250515-125,Service,,S
3077360,B06-250515-126,Oppdrag løst av 110,,L-ukjent
3077398,B06-250515-127,Service,,S
3077760,B06-250515-128,Service,,S
3077369,B06-250515-129,Ikke reell nødmelding,,F
3077586,B06-250515-130,Service,,S
3077456,B06-250515-131,Oppdrag løst av 110,,L-ukjent
3078327,B06-250515-132,Oppdrag løst av 110,,L-ukjent
3077399,B06-250515-133,Service,,S
3077406,B06-250515-134,Service,,S
3077405,B06-250515-135,Service,,S
3077443,B06-250515-136,Service,,S
3077585,B06-250515-137,Oppdrag løst av 110,,L-ukjent
3077584,B06-250515-138,Oppdrag løst av 110,,L-ukjent
3077748,B06-250515-139,Service,,S
3077583,B06-250515-140,Oppdrag løst av 110,,L-ukjent
3077457,B06-250515-141,Service,,S
3077749,B06-250515-142,Service,,S
3077488,B06-250515-143,ABA arbeid på/i bygg,ABA,D-aba
3077751,B06-250515-144,Service,,S
3077750,B06-250515-146,Service,,S
3077735,B06-250515-147,Oppdrag løst av 110,,L-ukjent
3077736,B06-250515-148,Service,,S
3077752,B06-250515-149,Service,,S
3077543,B06-250515-150,ABA røyking,ABA,D-aba
3077553,B06-250515-151,Oppdrag løst av 110,,L-ukjent
3077560,B06-250515-152,Service,,S
3077559,B06-250515-153,Service,,S
3077582,B06-250515-155,Service,,S
3077591,B06-250515-157,Service,,S
3077598,B06-250515-158,Service,,S
3077737,B06-250515-159,Service,,S
3077739,B06-250515-160,Service,,S
3077665,B06-250515-161,Service,,S
3077668,B06-250515-162,Oppdrag løst av 110,,L-ukjent
3077652,B06-250515-163,Heisstopp viderevarslet,Heisalarm,V
3077672,B06-250515-164,Service,,S
3077671,B06-250515-165,Service,,S
3077670,B06-250515-167,Oppdrag løst av 110,ABA,L-hendelse
3077680,B06-250515-168,Service,,S
3077696,B06-250515-169,Oppdrag løst av 110,Helseoppdrag - Ikke Akutt,L-hendelse
3077714,B06-250515-170,Service,,S
3077712,B06-250515-171,Service,,S
3077740,B06-250515-172,Service,,S
3077738,B06-250515-175,Service,,S
3077763,B06-250515-177,Beredskapsoppdrag,Beredskap,D-pri1
3077817,B06-250515-178,Service,,S
3077837,B06-250515-180,ECall feil bruk,,F
3077856,B06-250515-181,Service,,S
3077854,B06-250515-182,Service,,S
3078326,B06-250515-183,Oppdrag løst av 110,,L-ukjent
3077919,B06-250515-184,Service,,S
3078060,B06-250515-185,Service,,S
3077926,B06-250515-186,Service,,S
3077946,B06-250515-187,ABA matlaging,ABA,D-aba
3078063,B06-250515-188,Nødanrop feilring,,F
3077967,B06-250515-190,Oppdrag løst av 110,Trafikkulykke,L-hendelse
3078003,B06-250515-191,Helseoppdrag bære/løfte,Helseoppdrag - Ikke Akutt,D-pri1
3078087,B06-250515-192,Oppdrag løst av 110,,L-ukjent
3078014,B06-250515-194,Helseoppdrag annet,Helseoppdrag - Akutt,D-pri1
3078062,B06-250515-195,Nødanrop feilring,,F
3078061,B06-250515-196,Nødanrop feilring,,F
3078080,B06-250515-198,Oppdrag løst av 110,ABA,L-hendelse
3078078,B06-250515-199,ABA annen røyk,ABA,D-aba
3078159,B06-250515-200,Oppdrag løst av 110,,L-ukjent
3078090,B06-250515-203,ABA matlaging,ABA,D-aba
3078093,B06-250515-204,Nødanrop feilring,,F
3078127,B06-250515-205,Nødanrop feilring,,F
3078128,B06-250515-206,Service,,S
3078147,B06-250515-207,Nødanrop feilring,,F
3078153,B06-250515-208,ABA ukjent,ABA,D-aba
3078151,B06-250515-209,ECall feil bruk,,F
3078325,B06-250515-213,Oppdrag løst av 110,,L-ukjent
3078204,B06-250515-214,Oppdrag løst av 110,,L-ukjent
3078172,B06-250515-215,Oppdrag løst av 110,ABA,L-aba
3078196,B06-250515-219,Unødig kontroll av melding,Heisalarm,D-pri1
3078205,B06-250515-218,Oppdrag løst av 110,,L-ukjent
3078206,B06-250515-220,Oppdrag løst av 110,,L-ukjent
3078210,B06-250515-221,Oppdrag løst av 110,,L-ukjent
3078222,B06-250515-222,Oppdrag løst av 110,Brann i gress/lyng,L-hendelse
